country_id,date_id,plastic_production,ocean_pollution_share,recycled_share,incinerated_share,mismanaged_share,landfilled_share,mismanaged_per_capita,risk_score
131,1,,1.2605568579511942e-06,0.4899162842130613,,0.4090249217453569,,0.0262895460419804,7.8974261533440195
132,1,,0.0005659915972457,0.4899162842130613,,0.4090249217453569,,0.336100472412856,14.116233922377043
133,1,,0.0,0.4899162842130613,,0.4090249217453569,,0.0860119365778343,9.09182354178678
134,1,,0.0001021053894672,0.4899162842130613,,0.4090249217453569,,0.1600187505436352,10.576044036681488
135,1,,0.0,0.4899162842130613,,0.4090249217453569,,0.1268769449502147,9.909123709234388
136,1,,9.706314968874298e-05,0.4899162842130613,,0.4090249217453569,,0.1383988060369937,10.143443456957518
137,1,,3.78168292051272e-06,0.4899162842130613,,0.4090249217453569,,0.0029732852389368,7.431201782325651
138,1,,0.0002130347016333,0.4899162842130613,,0.4090249217453569,,0.057924152335317,8.53858924500177
139,1,,0.0,0.4899162842130613,,0.4090249217453569,,0.0048050626935697,7.467686064101489
140,1,,0.0045682706838474,0.4899162842130613,,0.4090249217453569,,0.1679556450381885,10.91342853834776
141,1,,0.0002067318926503,0.4899162842130613,,0.4090249217453569,,0.0060780491231002,7.501415068398111
142,1,,0.0,0.4899162842130613,,0.4090249217453569,,0.0860119365778343,9.09182354178678
143,1,,0.0,0.4899162842130613,,0.4090249217453569,,0.0044925110415173,7.46143503106044
144,1,,1.386616247744055e-05,0.4899162842130613,,0.4090249217453569,,0.0058009853062636,7.488159162854463
145,1,,0.0001260560315015,0.4899162842130613,,0.4090249217453569,,0.0755398383817751,8.887423819125658
146,1,,2.521126062561526e-06,0.4899162842130613,,0.4090249217453569,,0.0,7.371685655272596
147,1,,0.005377550433744,0.4899162842130613,,0.4090249217453569,,0.1740078420145392,11.06684366787064
148,1,,0.068070258591223,0.4899162842130613,,0.4090249217453569,,0.0860119365778343,11.814633885435702
149,1,,0.0004878368498129,0.4899162842130613,,0.4090249217453569,,0.0033747045589374,7.458592375401361
150,1,,0.000296231676498,0.4899162842130613,,0.4090249217453569,,0.0062246575544263,7.507927228378541
151,1,,0.0121694495636536,0.4899162842130613,,0.4090249217453569,,0.1048425997369178,9.955214787514596
152,1,,0.0003145098064982,0.1391249868558073,0.5053036,1.0,30.167952,0.0860119365778343,30.341569255258538
153,1,,0.0001336193973426,0.4899162842130613,,0.4090249217453569,,0.2625978391670994,12.628886369465784
154,1,,0.0021139597031005,0.4899162842130613,,0.4090249217453569,,0.5677901866264933,18.811946930883984
155,1,,4.538017035283437e-05,0.4899162842130613,,0.4090249217453569,,0.006060062769328,7.494601272430767
156,1,,5.54646499097622e-05,0.4899162842130613,,0.4090249217453569,,0.0003839365975991,7.381482128178465
157,1,,0.0006693575435709,0.4899162842130613,,0.4090249217453569,,0.0045003737559402,7.488366587091737
158,1,,0.0072923415976886,0.4899162842130613,,0.4090249217453569,,0.4256437150406823,16.176152774951287
